1	Libya	           4.85
2	Zimbabwe	           4.38
3	South Sudan	           4.23
4	Qatar	           4.19
5	Uganda	           3.32
6	Niger	           3.32
7	Burundi	           3.08
8	Burkina Faso	           3.06
9	Gaza Strip	           3.01
10	Mali	           3.01
11	Western Sahara	           2.96
12	Ethiopia	           2.90
13	Zambia	           2.89
14	United Arab Emirates	           2.87
15	Turks and Caicos Islands	           2.87
16	Congo, Republic of the	           2.86
17	Benin	           2.84
18	Tanzania	           2.82
19	Angola	           2.78
20	Malawi	           2.74
21	Togo	           2.73
22	Rwanda	           2.70
23	Madagascar	           2.65
24	Guinea	           2.64
25	Equatorial Guinea	           2.58
26	Bahrain	           2.57
27	Liberia	           2.56
28	Congo, Democratic Republic of the	           2.54
29	Nigeria	           2.54
30	Senegal	           2.51
31	Yemen	           2.50
32	Timor-Leste	           2.47
33	Mozambique	           2.44
34	British Virgin Islands	           2.40
35	Eritrea	           2.36
36	Sierra Leone	           2.30
37	Mauritania	           2.29
38	Gambia, The	           2.29
39	Iraq	           2.29
40	Kenya	           2.27
41	Djibouti	           2.26
42	Afghanistan	           2.25
43	Ghana	           2.19
44	Cayman Islands	           2.19
45	Central African Republic	           2.14
46	Solomon Islands	           2.12
47	Anguilla	           2.11
48	Vanuatu	           2.06
49	Oman	           2.06
50	Cameroon	           2.04
51	West Bank	           2.03
52	Cote d'Ivoire	           2.00
53	Comoros	           1.97
54	Belize	           1.97
55	Gabon	           1.96
56	Singapore	           1.96
57	Guinea-Bissau	           1.95
58	Chad	           1.95
59	Sao Tome and Principe	           1.94
60	Guatemala	           1.91
61	Algeria	           1.90
62	Papua New Guinea	           1.89
63	Egypt	           1.88
64	Philippines	           1.84
65	Sudan	           1.83
66	Nepal	           1.81
67	Marshall Islands	           1.79
68	Tajikistan	           1.79
69	Kuwait	           1.79
70	Honduras	           1.79
71	Brunei	           1.67
72	Cambodia	           1.67
73	Somalia	           1.67
74	Bolivia	           1.63
75	Laos	           1.63
76	Bangladesh	           1.59
77	Cyprus	           1.52
78	Pakistan	           1.52
79	Sint Maarten	           1.51
80	Malaysia	           1.51
81	Saudi Arabia	           1.51
82	Israel	           1.50
83	New Caledonia	           1.45
84	Venezuela	           1.44
85	Mongolia	           1.44
86	Cabo Verde	           1.41
87	Ecuador	           1.40
88	Aruba	           1.39
89	Panama	           1.38
90	Botswana	           1.35
91	India	           1.28
92	Dominican Republic	           1.28
93	Costa Rica	           1.27
94	Antigua and Barbuda	           1.26
95	Iran	           1.24
96	Paraguay	           1.23
97	Kiribati	           1.21
98	Kazakhstan	           1.20
99	Swaziland	           1.17
100	Ireland	           1.16
101	Turkey	           1.16
102	Bhutan	           1.15
103	Suriname	           1.15
104	Turkmenistan	           1.15
105	Luxembourg	           1.13
106	Christmas Island	           1.12
107	Australia	           1.11
108	Colombia	           1.10
109	Mexico	           1.07
110	Burma	           1.05
111	Nicaragua	           1.05
112	Morocco	           1.04
113	Vietnam	           1.03
114	Azerbaijan	           1.01
115	Peru	           1.00
116	French Polynesia	           1.00
117	Indonesia	           0.99
118	Haiti	           0.99
119	Argentina	           0.98
120	Kyrgyzstan	           0.97
121	Tunisia	           0.95
122	Uzbekistan	           0.94
123	San Marino	           0.93
124	United States	           0.90
125	Seychelles	           0.90
126	Sri Lanka	           0.89
127	Bahamas, The	           0.89
128	Chile	           0.86
129	Switzerland	           0.85
130	Macau	           0.85
131	New Zealand	           0.85
132	Isle of Man	           0.84
133	Brazil	           0.83
134	Jersey	           0.82
135	Liechtenstein	           0.81
136	Saint Kitts and Nevis	           0.80
137	Canada	           0.77
138	Tuvalu	           0.77
139	Namibia	           0.75
140	Fiji	           0.73
141	Spain	           0.73
142	Jamaica	           0.70
143	Mauritius	           0.68
144	Iceland	           0.66
145	Samoa	           0.59
146	Nauru	           0.58
147	United Kingdom	           0.55
148	Bermuda	           0.55
149	Korea, North	           0.53
150	Grenada	           0.52
151	Thailand	           0.52
152	Montserrat	           0.48
153	France	           0.47
154	Faroe Islands	           0.47
155	China	           0.46
156	Netherlands	           0.44
157	Hong Kong	           0.39
158	Guernsey	           0.38
159	Palau	           0.37
160	Saint Lucia	           0.36
161	Wallis and Futuna	           0.35
162	Malta	           0.34
163	Italy	           0.34
164	Lesotho	           0.34
165	Barbados	           0.34
166	Guam	           0.34
167	Norway	           0.33
168	Saint Helena, Ascension, and Tristan da Cunha	           0.30
169	Albania	           0.29
170	El Salvador	           0.29
171	Taiwan	           0.27
172	Gibraltar	           0.26
173	Uruguay	           0.25
174	Denmark	           0.23
175	Macedonia	           0.22
176	Dominica	           0.22
177	Andorra	           0.22
178	Korea, South	           0.18
179	Sweden	           0.18
180	Portugal	           0.15
181	Syria	           0.15
182	Jordan	           0.14
183	Armenia	           0.14
184	Tonga	           0.14
185	Slovakia	           0.09
186	Northern Mariana Islands	           0.09
187	Finland	           0.06
188	Belgium	           0.05
189	Greece	           0.04
190	Greenland	           0.03
191	Austria	           0.02
192	Falkland Islands (Islas Malvinas)	           0.01
193	Norfolk Island	           0.01
194	Holy See (Vatican City)	           0.00
195	Pitcairn Islands	           0.00
196	Cocos (Keeling) Islands	           0.00
197	Monaco	          -0.00
198	Tokelau	          -0.01
199	Russia	          -0.02
200	Svalbard	          -0.03
201	Niue	          -0.03
202	Lebanon	          -0.04
203	Poland	          -0.09
204	Trinidad and Tobago	          -0.09
205	Bosnia and Herzegovina	          -0.10
206	Japan	          -0.10
207	Croatia	          -0.11
208	Maldives	          -0.11
209	Cuba	          -0.13
210	Czech Republic	          -0.15
211	Belarus	          -0.18
212	Germany	          -0.19
213	Hungary	          -0.20
214	Guyana	          -0.21
215	Slovenia	          -0.21
216	Romania	          -0.27
217	Lithuania	          -0.28
218	Saint Vincent and the Grenadines	          -0.30
219	Georgia	          -0.33
220	Micronesia, Federated States of	          -0.38
221	American Samoa	          -0.40
222	South Africa	          -0.45
223	Serbia	          -0.46
224	Puerto Rico	          -0.47
225	Virgin Islands	          -0.53
226	Montenegro	          -0.56
227	Latvia	          -0.61
228	Ukraine	          -0.63
229	Estonia	          -0.66
230	Bulgaria	          -0.81
231	Saint Pierre and Miquelon	          -1.01
232	Moldova	          -1.02
233	Cook Islands	          -3.07
