1	Russia	 47,800,000,000,000
2	Iran	 33,610,000,000,000
3	Qatar	 25,200,000,000,000
4	United States	  9,459,000,000,000
5	Saudi Arabia	  8,150,000,000,000
6	Turkmenistan	  7,504,000,000,000
7	United Arab Emirates	  6,089,000,000,000
8	Venezuela	  5,524,000,000,000
9	Nigeria	  5,153,000,000,000
10	Algeria	  4,504,000,000,000
11	China	  3,517,000,000,000
12	Iraq	  3,158,000,000,000
13	Indonesia	  3,069,000,000,000
14	Kazakhstan	  2,407,000,000,000
15	Malaysia	  2,350,000,000,000
16	Egypt	  2,186,000,000,000
17	Norway	  2,070,000,000,000
18	Canada	  1,930,000,000,000
19	European Union	  1,859,000,000,000
20	Uzbekistan	  1,841,000,000,000
21	Kuwait	  1,798,000,000,000
22	Libya	  1,547,000,000,000
23	India	  1,241,000,000,000
24	Netherlands	  1,230,000,000,000
25	Australia	  1,219,000,000,000
26	Ukraine	  1,104,000,000,000
27	Chad	   999,500,000,000
28	Azerbaijan	   991,100,000,000
29	Oman	   849,500,000,000
30	Vietnam	   699,400,000,000
31	Pakistan	   679,600,000,000
32	Mexico	   487,700,000,000
33	Yemen	   478,500,000,000
34	Brazil	   395,500,000,000
35	Brunei	   390,800,000,000
36	Trinidad and Tobago	   375,400,000,000
37	Angola	   366,000,000,000
38	Peru	   359,600,000,000
39	Argentina	   332,500,000,000
40	Thailand	   284,900,000,000
41	Burma	   283,200,000,000
42	Bolivia	   281,500,000,000
43	Israel	   268,500,000,000
44	United Kingdom	   246,000,000,000
45	Syria	   240,700,000,000
46	Timor-Leste	   200,000,000,000
47	Bangladesh	   183,700,000,000
48	Colombia	   169,900,000,000
49	Papua New Guinea	   155,300,000,000
50	Cameroon	   135,100,000,000
51	Mozambique	   127,400,000,000
52	Germany	   125,000,000,000
53	Romania	   105,500,000,000
54	Philippines	    98,540,000,000
55	Chile	    97,970,000,000
56	Bahrain	    92,030,000,000
57	Poland	    92,000,000,000
58	Congo, Republic of the	    90,610,000,000
59	Cuba	    70,790,000,000
60	Tunisia	    65,130,000,000
61	South Sudan	    63,710,000,000
62	Italy	    62,350,000,000
63	Namibia	    62,290,000,000
64	Rwanda	    56,630,000,000
65	Afghanistan	    49,550,000,000
66	Serbia	    48,140,000,000
67	Denmark	    42,980,000,000
68	Equatorial Guinea	    36,810,000,000
69	New Zealand	    29,420,000,000
70	Gabon	    28,320,000,000
71	Mauritania	    28,320,000,000
72	Cote d'Ivoire	    28,320,000,000
73	Ethiopia	    24,920,000,000
74	Croatia	    24,920,000,000
75	Ghana	    22,650,000,000
76	Sudan	    21,240,000,000
77	Japan	    20,900,000,000
78	South Africa	    16,000,000,000
79	Uganda	    14,160,000,000
80	Slovakia	    14,160,000,000
81	Austria	    10,820,000,000
82	France	    10,700,000,000
83	Ireland	     9,911,000,000
84	Georgia	     8,495,000,000
85	Hungary	     8,098,000,000
86	Ecuador	     6,994,000,000
87	Tanzania	     6,513,000,000
88	Taiwan	     6,229,000,000
89	Turkey	     6,173,000,000
90	Jordan	     6,031,000,000
91	Kyrgyzstan	     5,663,000,000
92	Tajikistan	     5,663,000,000
93	Bulgaria	     5,663,000,000
94	Somalia	     5,663,000,000
95	Korea, South	     5,267,000,000
96	Czech Republic	     3,964,000,000
97	Guatemala	     2,960,000,000
98	Belarus	     2,832,000,000
99	Spain	     2,548,000,000
100	Madagascar	     2,010,000,000
101	Morocco	     1,444,000,000
102	Benin	     1,133,000,000
103	Congo, Democratic Republic of the	      991,100,000
104	Greece	      991,100,000
105	Albania	      849,500,000
106	Barbados	      113,300,000
107	Aruba	              0
108	Antigua and Barbuda	              0
109	Armenia	              0
