1	United States	        5,287.00
2	Korea, South	         466.00
3	Indonesia	          76.00
4	Antarctica	          53.00
5	Russia	          49.00
6	China	          47.00
7	India	          45.00
8	Taiwan	          31.00
9	Iran	          26.00
10	Canada	          26.00
11	Pakistan	          23.00
12	Korea, North	          23.00
13	Germany	          23.00
14	Turkey	          20.00
15	Japan	          16.00
16	Iraq	          16.00
17	Brazil	          13.00
18	Burma	          11.00
19	Spain	          10.00
20	Saudi Arabia	          10.00
21	Cyprus	           9.00
22	Greece	           9.00
23	Ukraine	           9.00
24	Hong Kong	           9.00
25	United Kingdom	           9.00
26	Afghanistan	           9.00
27	Timor-Leste	           8.00
28	New Caledonia	           8.00
29	Thailand	           7.00
30	Egypt	           7.00
31	Syria	           6.00
32	Bosnia and Herzegovina	           6.00
33	Sudan	           6.00
34	Poland	           6.00
35	United Arab Emirates	           5.00
36	Italy	           5.00
37	Nigeria	           5.00
38	Peru	           5.00
39	Malaysia	           4.00
40	Kuwait	           4.00
41	Algeria	           3.00
42	Bangladesh	           3.00
43	Solomon Islands	           3.00
44	Brunei	           3.00
45	Colombia	           3.00
46	Venezuela	           3.00
47	Israel	           3.00
48	Kazakhstan	           3.00
49	Oman	           3.00
50	Spratly Islands	           3.00
51	Panama	           3.00
52	Hungary	           3.00
53	Argentina	           2.00
54	Switzerland	           2.00
55	El Salvador	           2.00
56	Georgia	           2.00
57	Kosovo	           2.00
58	Libya	           2.00
59	Macau	           2.00
60	Mali	           2.00
61	Malta	           2.00
62	Papua New Guinea	           2.00
63	Serbia	           2.00
64	Romania	           2.00
65	Philippines	           2.00
66	Sierra Leone	           2.00
67	Sweden	           2.00
68	Ecuador	           2.00
69	Azerbaijan	           1.00
70	West Bank	           1.00
71	Angola	           1.00
72	Australia	           1.00
73	Austria	           1.00
74	Bahrain	           1.00
75	Belgium	           1.00
76	Bahamas, The	           1.00
77	Belarus	           1.00
78	Bulgaria	           1.00
79	Burundi	           1.00
80	Cambodia	           1.00
81	Sri Lanka	           1.00
82	Congo, Democratic Republic of the	           1.00
83	Chile	           1.00
84	Northern Mariana Islands	           1.00
85	Dominican Republic	           1.00
86	Estonia	           1.00
87	Eritrea	           1.00
88	Czech Republic	           1.00
89	French Polynesia	           1.00
90	France	           1.00
91	Guatemala	           1.00
92	Gaza Strip	           1.00
93	Croatia	           1.00
94	Cote d'Ivoire	           1.00
95	Jordan	           1.00
96	Lebanon	           1.00
97	Latvia	           1.00
98	Slovakia	           1.00
99	Luxembourg	           1.00
100	Mongolia	           1.00
101	Montenegro	           1.00
102	Monaco	           1.00
103	Morocco	           1.00
104	Mexico	           1.00
105	Niger	           1.00
106	Netherlands	           1.00
107	Norway	           1.00
108	South Sudan	           1.00
109	Qatar	           1.00
110	Seychelles	           1.00
111	South Africa	           1.00
112	Svalbard	           1.00
113	Turkmenistan	           1.00
114	Vietnam	           1.00
115	Albania	           1.00
