1	European Union	        8,613,000
2	United States	        2,580,000
3	Netherlands	        2,079,000
4	China	        1,571,000
5	Singapore	        1,348,000
6	Japan	        1,311,000
7	France	         834,800
8	Korea, South	         794,000
9	Germany	         758,100
10	United Kingdom	         680,400
11	Mexico	         607,400
12	Spain	         566,200
13	Indonesia	         473,400
14	Brazil	         457,400
15	Italy	         393,300
16	India	         379,600
17	Belgium	         355,100
18	Hong Kong	         354,100
19	United Arab Emirates	         351,400
20	Taiwan	         304,700
21	Australia	         304,100
22	Turkey	         301,300
23	Curacao	         291,700
24	Canada	         249,500
25	Pakistan	         227,100
26	Saudi Arabia	         196,700
27	Sweden	         187,300
28	Vietnam	         184,900
29	Iran	         180,400
30	Puerto Rico	         176,000
31	Malaysia	         175,100
32	Iraq	         172,600
33	Hungary	         171,600
34	Ireland	         166,000
35	Egypt	         164,200
36	Switzerland	         157,600
37	Chile	         154,100
38	Nigeria	         151,700
39	Philippines	         147,900
40	Morocco	         143,000
41	Poland	         137,700
42	Greece	         133,100
43	Ukraine	         126,500
44	Denmark	         124,100
45	Lebanon	         120,400
46	Austria	         117,100
47	Finland	         113,800
48	Panama	         111,100
49	Ecuador	         111,000
50	Syria	         104,800
51	Norway	         100,000
52	Kazakhstan	          94,430
53	Dominican Republic	          85,490
54	Bangladesh	          84,490
55	Portugal	          84,080
56	Tunisia	          80,980
57	South Africa	          79,010
58	Argentina	          76,550
59	Guatemala	          71,390
60	Slovenia	          68,320
61	Bahamas, The	          64,600
62	Yemen	          59,050
63	Cyprus	          58,310
64	Luxembourg	          56,780
65	Israel	          56,420
66	Angola	          55,740
67	Czech Republic	          54,240
68	Kenya	          52,160
69	Bulgaria	          50,130
70	Colombia	          49,790
71	Malta	          47,050
72	Armenia	          46,550
73	Honduras	          46,370
74	Sri Lanka	          44,270
75	Romania	          44,070
76	Peru	          43,480
77	Belarus	          43,240
78	Ethiopia	          42,500
79	Thailand	          41,700
80	New Zealand	          41,170
81	Costa Rica	          40,290
82	Ghana	          37,240
83	Afghanistan	          36,250
84	Latvia	          35,930
85	Jordan	          35,600
86	Kyrgyzstan	          35,040
87	Benin	          34,840
88	Jamaica	          32,920
89	Paraguay	          31,290
90	Croatia	          31,250
91	Tanzania	          30,750
92	El Salvador	          29,020
93	Gibraltar	          28,380
94	Slovakia	          28,380
95	Serbia	          27,330
96	Cambodia	          26,250
97	Russia	          24,300
98	Senegal	          23,760
99	Uganda	          22,990
100	Albania	          22,810
101	Estonia	          22,670
102	Nepal	          21,960
103	Macedonia	          21,530
104	Namibia	          20,810
105	Mauritius	          20,620
106	Botswana	          19,360
107	Georgia	          18,500
108	Mongolia	          17,360
109	Algeria	          17,270
110	Venezuela	          16,660
111	Uruguay	          16,420
112	West Bank	          16,330
113	Bosnia and Herzegovina	          16,330
114	Moldova	          16,200
115	Congo, Democratic Republic of the	          16,200
116	Mozambique	          16,140
117	Lithuania	          16,110
118	Nicaragua	          15,830
119	Haiti	          15,130
120	New Caledonia	          14,670
121	Iceland	          14,160
122	Bolivia	          14,150
123	Zimbabwe	          13,290
124	South Sudan	          13,050
125	Mauritania	          12,810
126	Madagascar	          12,120
127	Burkina Faso	          11,660
128	Guyana	          10,780
129	Fiji	          10,050
130	Togo	           9,773
131	Sierra Leone	           9,373
132	Guinea	           9,089
133	Barbados	           8,736
134	Djibouti	           8,089
135	Tajikistan	           7,758
136	French Polynesia	           7,190
137	Aruba	           6,725
138	Guam	           6,579
139	Suriname	           6,454
140	Seychelles	           6,316
141	Maldives	           6,088
142	Malawi	           6,059
143	Cameroon	           6,018
144	Macau	           5,948
145	Papua New Guinea	           5,937
146	Korea, North	           5,787
147	Virgin Islands	           5,732
148	Somalia	           5,399
149	Rwanda	           5,302
150	Greenland	           5,164
151	Niger	           5,136
152	Cuba	           4,877
153	Burma	           4,855
154	Cote d'Ivoire	           4,810
155	Antigua and Barbuda	           4,790
156	Swaziland	           4,761
157	Mali	           4,698
158	Faroe Islands	           4,661
159	Gabon	           4,594
160	Equatorial Guinea	           4,561
161	Sudan	           4,349
162	Congo, Republic of the	           4,156
163	Cayman Islands	           3,754
164	Lesotho	           3,711
165	Liberia	           3,673
166	Belize	           3,493
167	Gambia, The	           3,434
168	Montenegro	           3,300
169	Brunei	           3,198
170	Eritrea	           3,160
171	Laos	           3,160
172	Saint Lucia	           2,914
173	Bermuda	           2,747
174	Guinea-Bissau	           2,661
175	Cabo Verde	           2,646
176	Turkmenistan	           2,542
177	Oman	           2,390
178	Central African Republic	           2,318
179	Grenada	           2,004
180	American Samoa	           2,003
181	Bhutan	           1,998
182	Saint Kitts and Nevis	           1,784
183	Chad	           1,754
184	Western Sahara	           1,702
185	Trinidad and Tobago	           1,598
186	Saint Vincent and the Grenadines	           1,474
187	Solomon Islands	           1,463
188	Burundi	           1,429
189	Zambia	           1,272
190	Timor-Leste	           1,264
191	Tonga	           1,202
192	Samoa	           1,149
193	Nauru	           1,075
194	Turks and Caicos Islands	           1,063
195	Dominica	            916
196	Sao Tome and Principe	            889
197	Comoros	            877
198	Vanuatu	            838
199	British Virgin Islands	            773
200	Uzbekistan	            656
201	Saint Pierre and Miquelon	            584
202	Libya	            575
203	Montserrat	            569
204	Azerbaijan	            499
205	Cook Islands	            485
206	Kiribati	            420
207	Falkland Islands (Islas Malvinas)	            313
208	Saint Helena, Ascension, and Tristan da Cunha	             63
209	Niue	             23
210	Bahrain	              0
211	Qatar	              0
212	Kuwait	              0
